afgahg,Plugin Name,DNS Name,dfg,IP Address,Repository,Severity
EOL-701998,Red Hat Enterprise Linux SEoL (6.x),batch-nova-19577.corp.local,EOL-7616,10.24.76.121,LEG-LEGACY-ERP-OPS,High
EOL-764396,Windows Server SEoL (2008 R2),worker-bravo-11492.test.internal,EOL-4213,10.24.44.228,LEG-LEGACY-ERP-OPS,High
EOL-454876,Oracle Linux SEoL (6.x),db-quartz-12726.test.internal,EOL-2285,10.24.49.182,LEG-LEGACY-ERP-OPS,Critical
EOL-170545,Red Hat Enterprise Linux SEoL (6.x),mon-cedar-14038.assets.local,EOL-2697,10.24.54.214,LEG-LEGACY-ERP-OPS,High
EOL-739569,Windows Server SEoL (2012 R2),api-nova-06392.example.internal,EOL-5070,10.24.24.248,LEG-LEGACY-ERP-OPS,High
EOL-761296,CentOS Linux SEoL (5.x),node-delta-09048.ops.local,EOL-2310,10.24.35.88,LEG-LEGACY-ERP-OPS,High
EOL-299505,CentOS Linux SEoL (3.x),batch-raven-19466.example.internal,EOL-4754,10.24.76.10,LEG-LEGACY-ERP-OPS,High
EOL-892227,Ubuntu Linux SEoL (16.04),int-cedar-00654.ops.local,EOL-4992,10.24.2.142,LEG-LEGACY-ERP-OPS,High
EOL-601182,Ubuntu Linux SEoL (16.04),node-nova-00911.ops.local,EOL-7150,10.24.3.143,LEG-LEGACY-ERP-OPS,Critical
EOL-734873,Oracle Linux SEoL (6.x),report-foxtrot-11540.test.internal,EOL-4794,10.24.45.20,LEG-LEGACY-ERP-OPS,High
EOL-346900,Oracle Linux SEoL (6.x),db-atlas-12358.test.internal,EOL-9447,10.24.48.70,LEG-LEGACY-ERP-OPS,High
EOL-426513,CentOS Linux SEoL (4.x),etl-ember-19180.example.internal,EOL-9422,10.24.74.236,LEG-LEGACY-ERP-OPS,High
EOL-971243,CentOS Linux SEoL (5.x),portal-quartz-00216.ops.local,EOL-5904,10.24.0.216,LEG-LEGACY-ERP-OPS,High
EOL-119076,CentOS Linux SEoL (5.x),api-pixel-00554.labs.local,EOL-8955,10.24.2.42,LEG-LEGACY-ERP-OPS,High
EOL-447086,CentOS Linux SEoL (3.x),portal-zenith-02249.example.internal,EOL-9906,10.24.8.201,LEG-LEGACY-ERP-OPS,High
EOL-400591,Red Hat Enterprise Linux SEoL (6.x),dmz-charlie-19220.example.internal,EOL-7812,10.24.75.20,LEG-LEGACY-ERP-OPS,High
EOL-347356,Ubuntu Linux SEoL (16.04),proxy-echo-04958.corp.local,EOL-3353,10.24.19.94,LEG-LEGACY-ERP-OPS,High
EOL-917609,CentOS Linux SEoL (5.x),proxy-cedar-12280.corp.local,EOL-6912,10.24.47.248,LEG-LEGACY-ERP-OPS,Critical
EOL-311807,Red Hat Enterprise Linux SEoL (6.x),mon-raven-07855.test.internal,EOL-6911,10.24.30.175,LEG-LEGACY-ERP-OPS,Critical
EOL-665869,CentOS Linux SEoL (4.x),edge-harbor-05391.labs.local,EOL-3074,10.24.21.15,LEG-LEGACY-ERP-OPS,Critical
EOL-639144,CentOS Linux SEoL (4.x),edge-zenith-08887.ops.local,EOL-7193,10.24.34.183,LEG-LEGACY-ERP-OPS,High
EOL-645430,Oracle Linux SEoL (6.x),app-harbor-17420.assets.local,EOL-9040,10.24.68.12,LEG-LEGACY-ERP-OPS,High
EOL-238852,Oracle Linux SEoL (6.x),auth-echo-15740.ops.local,EOL-5251,10.24.61.124,LEG-LEGACY-ERP-OPS,High
EOL-347649,CentOS Linux SEoL (4.x),mon-bravo-03335.test.internal,EOL-4020,10.24.13.7,LEG-LEGACY-ERP-OPS,High
EOL-316915,Ubuntu Linux SEoL (14.04),edge-pixel-15636.ops.local,EOL-2747,10.24.61.20,LEG-LEGACY-ERP-OPS,High
EOL-513123,CentOS Linux SEoL (4.x),worker-matrix-10733.corp.local,EOL-2053,10.24.41.237,LEG-LEGACY-ERP-OPS,High
EOL-912840,Oracle Linux SEoL (6.x),node-matrix-16271.example.internal,EOL-3713,10.24.63.143,LEG-LEGACY-ERP-OPS,High
EOL-755015,CentOS Linux SEoL (3.x),proxy-delta-01025.ops.local,EOL-7842,10.24.4.1,LEG-LEGACY-ERP-OPS,High
EOL-567622,CentOS Linux SEoL (5.x),cache-matrix-16495.example.internal,EOL-8273,10.24.64.111,LEG-LEGACY-ERP-OPS,Critical
EOL-918323,Red Hat Enterprise Linux SEoL (6.x),worker-quartz-04886.example.internal,EOL-8209,10.24.19.22,LEG-LEGACY-ERP-OPS,High
EOL-362127,Ubuntu Linux SEoL (16.04),app-ember-07149.corp.local,EOL-5498,10.24.27.237,LEG-LEGACY-ERP-OPS,Critical
EOL-654402,Ubuntu Linux SEoL (14.04),batch-nova-00268.corp.local,EOL-9162,10.24.1.12,LEG-LEGACY-ERP-OPS,High
EOL-267422,CentOS Linux SEoL (4.x),etl-zenith-11986.corp.local,EOL-6826,10.24.46.210,LEG-LEGACY-ERP-OPS,Critical
EOL-286341,Ubuntu Linux SEoL (16.04),worker-charlie-04061.corp.local,EOL-8848,10.24.15.221,LEG-LEGACY-ERP-OPS,High
EOL-946573,Ubuntu Linux SEoL (16.04),dmz-ember-01125.example.internal,EOL-1889,10.24.4.101,LEG-LEGACY-ERP-OPS,Critical
EOL-476003,Windows Server SEoL (2008 R2),dmz-vector-05547.labs.local,EOL-2222,10.24.21.171,LEG-LEGACY-ERP-OPS,High
EOL-122100,CentOS Linux SEoL (3.x),mon-quartz-09109.example.internal,EOL-6354,10.24.35.149,LEG-LEGACY-ERP-OPS,High
EOL-565820,CentOS Linux SEoL (3.x),api-quartz-16263.assets.local,EOL-7894,10.24.63.135,LEG-LEGACY-ERP-OPS,High
EOL-896263,CentOS Linux SEoL (5.x),etl-charlie-04114.test.internal,EOL-2779,10.24.16.18,LEG-LEGACY-ERP-OPS,High
EOL-759816,Windows Server SEoL (2012 R2),web-delta-12679.labs.local,EOL-5566,10.24.49.135,LEG-LEGACY-ERP-OPS,Critical
EOL-713872,CentOS Linux SEoL (4.x),api-echo-02183.ops.local,EOL-9009,10.24.8.135,LEG-LEGACY-ERP-OPS,Critical
EOL-354982,Windows Server SEoL (2008 R2),app-orion-18069.ops.local,EOL-4057,10.24.70.149,LEG-LEGACY-ERP-OPS,High
EOL-823210,Red Hat Enterprise Linux SEoL (6.x),cache-delta-02619.corp.local,EOL-1046,10.24.10.59,LEG-LEGACY-ERP-OPS,High
EOL-671650,CentOS Linux SEoL (3.x),queue-cedar-02730.corp.local,EOL-4017,10.24.10.170,LEG-LEGACY-ERP-OPS,High
EOL-771372,Ubuntu Linux SEoL (14.04),svc-nova-09401.ops.local,EOL-5191,10.24.36.185,LEG-LEGACY-ERP-OPS,High
EOL-881183,Red Hat Enterprise Linux SEoL (6.x),api-cedar-06260.assets.local,EOL-3568,10.24.24.116,LEG-LEGACY-ERP-OPS,High
EOL-187019,Ubuntu Linux SEoL (14.04),batch-quartz-16266.ops.local,EOL-8357,10.24.63.138,LEG-LEGACY-ERP-OPS,High
EOL-248428,Ubuntu Linux SEoL (16.04),report-nova-13784.example.internal,EOL-7155,10.24.53.216,LEG-LEGACY-ERP-OPS,Critical
EOL-126272,Ubuntu Linux SEoL (16.04),etl-quartz-17186.ops.local,EOL-4117,10.24.67.34,LEG-LEGACY-ERP-OPS,Critical
EOL-916026,Ubuntu Linux SEoL (14.04),db-foxtrot-15617.labs.local,EOL-3417,10.24.61.1,LEG-LEGACY-ERP-OPS,High
EOL-918367,Windows Server SEoL (2012 R2),mon-delta-04808.labs.local,EOL-8658,10.24.18.200,LEG-LEGACY-ERP-OPS,Critical
EOL-597992,CentOS Linux SEoL (3.x),int-falcon-15720.labs.local,EOL-8315,10.24.61.104,LEG-LEGACY-ERP-OPS,High
EOL-551188,Windows Server SEoL (2012 R2),proxy-foxtrot-06334.example.internal,EOL-5971,10.24.24.190,LEG-LEGACY-ERP-OPS,Critical
EOL-638347,Oracle Linux SEoL (6.x),portal-bravo-05712.test.internal,EOL-8145,10.24.22.80,LEG-LEGACY-ERP-OPS,Critical
EOL-320892,Ubuntu Linux SEoL (16.04),db-cedar-01077.corp.local,EOL-9292,10.24.4.53,LEG-LEGACY-ERP-OPS,High
EOL-770055,Ubuntu Linux SEoL (14.04),node-echo-19808.ops.local,EOL-2440,10.24.77.96,LEG-LEGACY-ERP-OPS,Critical
EOL-442849,Ubuntu Linux SEoL (16.04),api-falcon-03002.ops.local,EOL-5067,10.24.11.186,LEG-LEGACY-ERP-OPS,High
EOL-973015,Ubuntu Linux SEoL (16.04),report-echo-18005.assets.local,EOL-8203,10.24.70.85,LEG-LEGACY-ERP-OPS,Critical
EOL-878066,Ubuntu Linux SEoL (14.04),web-bravo-17472.labs.local,EOL-8924,10.24.68.64,LEG-LEGACY-ERP-OPS,High
EOL-497364,Oracle Linux SEoL (6.x),db-foxtrot-03739.test.internal,EOL-2609,10.24.14.155,LEG-LEGACY-ERP-OPS,Critical
EOL-275002,Red Hat Enterprise Linux SEoL (6.x),batch-pixel-17282.assets.local,EOL-7112,10.24.67.130,LEG-LEGACY-ERP-OPS,High
EOL-408248,CentOS Linux SEoL (4.x),api-ember-18922.labs.local,EOL-6116,10.24.73.234,LEG-LEGACY-ERP-OPS,High
EOL-258686,CentOS Linux SEoL (3.x),mon-foxtrot-06860.corp.local,EOL-6997,10.24.26.204,LEG-LEGACY-ERP-OPS,Critical
EOL-333725,Oracle Linux SEoL (6.x),cache-vector-08178.ops.local,EOL-1410,10.24.31.242,LEG-LEGACY-ERP-OPS,High
EOL-262585,Ubuntu Linux SEoL (14.04),etl-matrix-13631.corp.local,EOL-8397,10.24.53.63,LEG-LEGACY-ERP-OPS,High
EOL-842210,Windows Server SEoL (2012 R2),queue-delta-10796.ops.local,EOL-2938,10.24.42.44,LEG-LEGACY-ERP-OPS,High
EOL-467495,CentOS Linux SEoL (5.x),web-falcon-11327.ops.local,EOL-9928,10.24.44.63,LEG-LEGACY-ERP-OPS,High
EOL-863634,Windows Server SEoL (2012 R2),web-cedar-05486.corp.local,EOL-5494,10.24.21.110,LEG-LEGACY-ERP-OPS,Critical
EOL-803384,Windows Server SEoL (2008 R2),proxy-delta-15028.test.internal,EOL-8025,10.24.58.180,LEG-LEGACY-ERP-OPS,High
EOL-166226,Ubuntu Linux SEoL (14.04),worker-pixel-09467.example.internal,EOL-3752,10.24.36.251,LEG-LEGACY-ERP-OPS,High
EOL-141382,Ubuntu Linux SEoL (14.04),mon-quartz-05161.corp.local,EOL-4456,10.24.20.41,LEG-LEGACY-ERP-OPS,High
EOL-780650,Ubuntu Linux SEoL (16.04),int-vector-02103.labs.local,EOL-2105,10.24.8.55,LEG-LEGACY-ERP-OPS,High
EOL-332175,Oracle Linux SEoL (6.x),jump-nova-01951.example.internal,EOL-7670,10.24.7.159,LEG-LEGACY-ERP-OPS,High
EOL-747953,Windows Server SEoL (2012 R2),batch-ember-12849.assets.local,EOL-6016,10.24.50.49,LEG-LEGACY-ERP-OPS,High
EOL-184375,Windows Server SEoL (2008 R2),api-falcon-01489.labs.local,EOL-5976,10.24.5.209,LEG-LEGACY-ERP-OPS,Critical
EOL-273515,Red Hat Enterprise Linux SEoL (6.x),dmz-zenith-15965.ops.local,EOL-7820,10.24.62.93,LEG-LEGACY-ERP-OPS,High
EOL-271748,Red Hat Enterprise Linux SEoL (6.x),node-harbor-10814.corp.local,EOL-7609,10.24.42.62,LEG-LEGACY-ERP-OPS,Critical
EOL-897271,Red Hat Enterprise Linux SEoL (6.x),int-foxtrot-09974.corp.local,EOL-8018,10.24.38.246,LEG-LEGACY-ERP-OPS,High
EOL-781951,Windows Server SEoL (2012 R2),api-delta-02286.assets.local,EOL-5719,10.24.8.238,LEG-LEGACY-ERP-OPS,High
EOL-783359,CentOS Linux SEoL (5.x),queue-raven-06217.test.internal,EOL-5372,10.24.24.73,LEG-LEGACY-ERP-OPS,High
EOL-229907,CentOS Linux SEoL (3.x),api-cedar-08289.assets.local,EOL-9144,10.24.32.97,LEG-LEGACY-ERP-OPS,Critical
EOL-726610,Windows Server SEoL (2008 R2),batch-vector-02074.test.internal,EOL-3515,10.24.8.26,LEG-LEGACY-ERP-OPS,High
EOL-706515,Red Hat Enterprise Linux SEoL (6.x),batch-pixel-06737.labs.local,EOL-5853,10.24.26.81,LEG-LEGACY-ERP-OPS,Critical
EOL-350038,Ubuntu Linux SEoL (16.04),web-ember-08003.labs.local,EOL-6523,10.24.31.67,LEG-LEGACY-ERP-OPS,Critical
EOL-284593,Windows Server SEoL (2008 R2),app-atlas-00945.corp.local,EOL-1349,10.24.3.177,LEG-LEGACY-ERP-OPS,High
EOL-180111,CentOS Linux SEoL (3.x),edge-charlie-11900.assets.local,EOL-2571,10.24.46.124,LEG-LEGACY-ERP-OPS,High
EOL-122338,Windows Server SEoL (2008 R2),queue-vector-05044.example.internal,EOL-1246,10.24.19.180,LEG-LEGACY-ERP-OPS,High
EOL-451941,Ubuntu Linux SEoL (16.04),dmz-delta-05114.ops.local,EOL-7754,10.24.19.250,LEG-LEGACY-ERP-OPS,High
EOL-536881,CentOS Linux SEoL (5.x),app-cedar-12889.test.internal,EOL-8663,10.24.50.89,LEG-LEGACY-ERP-OPS,High
EOL-415645,Ubuntu Linux SEoL (14.04),int-charlie-10423.test.internal,EOL-5861,10.24.40.183,LEG-LEGACY-ERP-OPS,Critical
EOL-504282,Red Hat Enterprise Linux SEoL (6.x),api-raven-02601.labs.local,EOL-9929,10.24.10.41,LEG-LEGACY-ERP-OPS,High
EOL-704413,Red Hat Enterprise Linux SEoL (6.x),etl-summit-06920.assets.local,EOL-2087,10.24.27.8,LEG-LEGACY-ERP-OPS,High
EOL-287715,Windows Server SEoL (2008 R2),mon-matrix-10395.example.internal,EOL-8728,10.24.40.155,LEG-LEGACY-ERP-OPS,High
EOL-454426,Ubuntu Linux SEoL (16.04),auth-falcon-07498.ops.local,EOL-3539,10.24.29.74,LEG-LEGACY-ERP-OPS,High
EOL-955892,Windows Server SEoL (2008 R2),svc-raven-04409.labs.local,EOL-6846,10.24.17.57,LEG-LEGACY-ERP-OPS,Critical
EOL-147161,Red Hat Enterprise Linux SEoL (6.x),app-echo-13809.ops.local,EOL-9805,10.24.53.241,LEG-LEGACY-ERP-OPS,High
EOL-816362,Ubuntu Linux SEoL (14.04),batch-orion-09491.ops.local,EOL-7163,10.24.37.19,LEG-LEGACY-ERP-OPS,High
EOL-362884,Windows Server SEoL (2008 R2),etl-bravo-18175.test.internal,EOL-2461,10.24.70.255,LEG-LEGACY-ERP-OPS,Critical
EOL-541093,Red Hat Enterprise Linux SEoL (6.x),report-pixel-14658.corp.local,EOL-7988,10.24.57.66,LEG-LEGACY-ERP-OPS,Critical
EOL-294919,Windows Server SEoL (2008 R2),node-falcon-08754.ops.local,EOL-8502,10.24.34.50,LEG-LEGACY-ERP-OPS,Critical
EOL-952705,CentOS Linux SEoL (3.x),jump-pixel-06512.corp.local,EOL-5681,10.24.25.112,LEG-LEGACY-ERP-OPS,High
EOL-461016,Oracle Linux SEoL (6.x),etl-alpha-16390.example.internal,EOL-6782,10.24.64.6,LEG-LEGACY-ERP-OPS,Critical
EOL-550727,Ubuntu Linux SEoL (16.04),portal-foxtrot-19240.corp.local,EOL-8031,10.24.75.40,LEG-LEGACY-ERP-OPS,High
EOL-391295,Red Hat Enterprise Linux SEoL (6.x),web-charlie-16793.corp.local,EOL-5604,10.24.65.153,LEG-LEGACY-ERP-OPS,High
EOL-154851,CentOS Linux SEoL (5.x),worker-pixel-06062.corp.local,EOL-4681,10.24.23.174,LEG-LEGACY-ERP-OPS,High
EOL-951791,Ubuntu Linux SEoL (14.04),node-delta-05569.assets.local,EOL-1676,10.24.21.193,LEG-LEGACY-ERP-OPS,High
EOL-804548,Red Hat Enterprise Linux SEoL (6.x),batch-alpha-16335.labs.local,EOL-5371,10.24.63.207,LEG-LEGACY-ERP-OPS,High
EOL-707776,Ubuntu Linux SEoL (16.04),svc-bravo-14523.assets.local,EOL-5318,10.24.56.187,LEG-LEGACY-ERP-OPS,High
EOL-867264,Windows Server SEoL (2012 R2),api-charlie-12774.assets.local,EOL-3690,10.24.49.230,LEG-LEGACY-ERP-OPS,High
EOL-274287,Ubuntu Linux SEoL (14.04),batch-summit-06751.assets.local,EOL-9469,10.24.26.95,LEG-LEGACY-ERP-OPS,Critical
EOL-126871,CentOS Linux SEoL (4.x),cache-bravo-08726.labs.local,EOL-6157,10.24.34.22,LEG-LEGACY-ERP-OPS,Critical
EOL-393728,Red Hat Enterprise Linux SEoL (6.x),portal-ember-12992.labs.local,EOL-1952,10.24.50.192,LEG-LEGACY-ERP-OPS,High
EOL-177769,CentOS Linux SEoL (5.x),portal-orion-09351.labs.local,EOL-9685,10.24.36.135,LEG-LEGACY-ERP-OPS,Critical
EOL-388109,Ubuntu Linux SEoL (16.04),edge-harbor-06585.assets.local,EOL-7730,10.24.25.185,LEG-LEGACY-ERP-OPS,Critical
EOL-753546,CentOS Linux SEoL (4.x),etl-echo-00208.test.internal,EOL-2814,10.24.0.208,LEG-LEGACY-ERP-OPS,Critical
EOL-297192,CentOS Linux SEoL (5.x),auth-summit-06838.test.internal,EOL-3911,10.24.26.182,LEG-LEGACY-ERP-OPS,High
EOL-897306,Ubuntu Linux SEoL (14.04),queue-falcon-11616.corp.local,EOL-8171,10.24.45.96,LEG-LEGACY-ERP-OPS,High
EOL-952167,Windows Server SEoL (2008 R2),db-echo-03822.assets.local,EOL-4361,10.24.14.238,LEG-LEGACY-ERP-OPS,High
EOL-122256,Ubuntu Linux SEoL (16.04),mon-charlie-17220.assets.local,EOL-2262,10.24.67.68,LEG-LEGACY-ERP-OPS,Critical
EOL-148879,Windows Server SEoL (2012 R2),svc-foxtrot-06145.ops.local,EOL-2119,10.24.24.1,LEG-LEGACY-ERP-OPS,Critical
EOL-810348,Oracle Linux SEoL (6.x),app-cedar-17244.corp.local,EOL-6427,10.24.67.92,LEG-LEGACY-ERP-OPS,High
EOL-596940,Ubuntu Linux SEoL (16.04),api-cedar-16589.ops.local,EOL-8547,10.24.64.205,LEG-LEGACY-ERP-OPS,Critical
EOL-647654,CentOS Linux SEoL (4.x),api-ember-16972.test.internal,EOL-3174,10.24.66.76,LEG-LEGACY-ERP-OPS,Critical
EOL-244340,CentOS Linux SEoL (3.x),portal-zenith-06362.corp.local,EOL-4185,10.24.24.218,LEG-LEGACY-ERP-OPS,Critical
EOL-924537,Windows Server SEoL (2008 R2),auth-delta-19455.assets.local,EOL-2894,10.24.75.255,LEG-LEGACY-ERP-OPS,High
EOL-700894,Red Hat Enterprise Linux SEoL (6.x),queue-foxtrot-12080.test.internal,EOL-3679,10.24.47.48,LEG-LEGACY-ERP-OPS,High
EOL-819210,CentOS Linux SEoL (5.x),int-bravo-19960.example.internal,EOL-5932,10.24.77.248,LEG-LEGACY-ERP-OPS,High
EOL-227346,CentOS Linux SEoL (4.x),queue-falcon-16546.example.internal,EOL-3118,10.24.64.162,LEG-LEGACY-ERP-OPS,High
EOL-643697,Ubuntu Linux SEoL (16.04),etl-foxtrot-02238.ops.local,EOL-6152,10.24.8.190,LEG-LEGACY-ERP-OPS,Critical
EOL-668850,Ubuntu Linux SEoL (16.04),int-vector-16183.assets.local,EOL-1592,10.24.63.55,LEG-LEGACY-ERP-OPS,Critical
EOL-143261,CentOS Linux SEoL (3.x),jump-echo-00758.ops.local,EOL-2650,10.24.2.246,LEG-LEGACY-ERP-OPS,Critical
EOL-491305,Oracle Linux SEoL (6.x),int-charlie-02187.assets.local,EOL-9237,10.24.8.139,LEG-LEGACY-ERP-OPS,High
EOL-367205,Ubuntu Linux SEoL (16.04),jump-charlie-09327.example.internal,EOL-5126,10.24.36.111,LEG-LEGACY-ERP-OPS,High
EOL-449666,CentOS Linux SEoL (5.x),worker-atlas-14795.corp.local,EOL-4237,10.24.57.203,LEG-LEGACY-ERP-OPS,Critical
EOL-895470,Windows Server SEoL (2012 R2),auth-falcon-07426.example.internal,EOL-2061,10.24.29.2,LEG-LEGACY-ERP-OPS,Critical
EOL-561636,CentOS Linux SEoL (3.x),dmz-bravo-02219.ops.local,EOL-9609,10.24.8.171,LEG-LEGACY-ERP-OPS,Critical
EOL-668891,Windows Server SEoL (2008 R2),mon-delta-06693.example.internal,EOL-8857,10.24.26.37,LEG-LEGACY-ERP-OPS,High
EOL-188056,CentOS Linux SEoL (5.x),web-nova-12253.corp.local,EOL-4255,10.24.47.221,LEG-LEGACY-ERP-OPS,Critical
EOL-282930,Windows Server SEoL (2008 R2),api-zenith-05536.test.internal,EOL-3128,10.24.21.160,LEG-LEGACY-ERP-OPS,High
EOL-592607,Windows Server SEoL (2012 R2),edge-quartz-04168.ops.local,EOL-3457,10.24.16.72,LEG-LEGACY-ERP-OPS,High
EOL-844568,Windows Server SEoL (2008 R2),batch-charlie-06901.ops.local,EOL-4629,10.24.26.245,LEG-LEGACY-ERP-OPS,High
EOL-550855,Ubuntu Linux SEoL (14.04),jump-vector-05392.test.internal,EOL-3483,10.24.21.16,LEG-LEGACY-ERP-OPS,High
EOL-331437,CentOS Linux SEoL (4.x),web-harbor-12385.ops.local,EOL-9983,10.24.48.97,LEG-LEGACY-ERP-OPS,Critical
EOL-485325,CentOS Linux SEoL (4.x),etl-delta-08226.labs.local,EOL-2156,10.24.32.34,LEG-LEGACY-ERP-OPS,Critical
EOL-336734,Ubuntu Linux SEoL (16.04),etl-quartz-14803.labs.local,EOL-4877,10.24.57.211,LEG-LEGACY-ERP-OPS,Critical
EOL-108797,Windows Server SEoL (2012 R2),mon-charlie-06765.assets.local,EOL-5369,10.24.26.109,LEG-LEGACY-ERP-OPS,High
EOL-429908,Windows Server SEoL (2008 R2),portal-bravo-15067.example.internal,EOL-4655,10.24.58.219,LEG-LEGACY-ERP-OPS,High
EOL-512898,Windows Server SEoL (2012 R2),jump-delta-11732.corp.local,EOL-4735,10.24.45.212,LEG-LEGACY-ERP-OPS,High
EOL-325080,Windows Server SEoL (2012 R2),batch-harbor-19766.assets.local,EOL-6138,10.24.77.54,LEG-LEGACY-ERP-OPS,High
EOL-944134,Ubuntu Linux SEoL (16.04),app-echo-03464.corp.local,EOL-5914,10.24.13.136,LEG-LEGACY-ERP-OPS,Critical
EOL-304567,Windows Server SEoL (2008 R2),auth-summit-04974.example.internal,EOL-7722,10.24.19.110,LEG-LEGACY-ERP-OPS,High
EOL-555408,Windows Server SEoL (2008 R2),web-zenith-18716.ops.local,EOL-1430,10.24.73.28,LEG-LEGACY-ERP-OPS,High
EOL-228414,Windows Server SEoL (2008 R2),db-echo-07157.labs.local,EOL-5299,10.24.27.245,LEG-LEGACY-ERP-OPS,Critical
EOL-878656,Windows Server SEoL (2012 R2),node-zenith-07850.labs.local,EOL-1290,10.24.30.170,LEG-LEGACY-ERP-OPS,Critical
EOL-152063,Red Hat Enterprise Linux SEoL (6.x),app-ember-06718.example.internal,EOL-8947,10.24.26.62,LEG-LEGACY-ERP-OPS,High
EOL-935107,CentOS Linux SEoL (5.x),portal-matrix-08582.ops.local,EOL-4316,10.24.33.134,LEG-LEGACY-ERP-OPS,High
EOL-471291,Windows Server SEoL (2008 R2),web-falcon-15083.assets.local,EOL-1620,10.24.58.235,LEG-LEGACY-ERP-OPS,Critical
EOL-834172,CentOS Linux SEoL (5.x),report-cedar-12578.ops.local,EOL-3006,10.24.49.34,LEG-LEGACY-ERP-OPS,Critical
EOL-293110,Oracle Linux SEoL (6.x),portal-cedar-05121.ops.local,EOL-7199,10.24.20.1,LEG-LEGACY-ERP-OPS,High
EOL-648472,Oracle Linux SEoL (6.x),jump-quartz-03708.example.internal,EOL-5613,10.24.14.124,LEG-LEGACY-ERP-OPS,High
EOL-753469,Ubuntu Linux SEoL (16.04),proxy-matrix-11205.corp.local,EOL-7299,10.24.43.197,LEG-LEGACY-ERP-OPS,High
EOL-555625,Windows Server SEoL (2012 R2),portal-orion-19673.example.internal,EOL-5524,10.24.76.217,LEG-LEGACY-ERP-OPS,High
EOL-989947,Windows Server SEoL (2012 R2),jump-ember-01421.assets.local,EOL-7467,10.24.5.141,LEG-LEGACY-ERP-OPS,High
EOL-533016,Windows Server SEoL (2012 R2),auth-zenith-16381.test.internal,EOL-5383,10.24.63.253,LEG-LEGACY-ERP-OPS,Critical
EOL-350796,CentOS Linux SEoL (5.x),svc-echo-01524.corp.local,EOL-6765,10.24.5.244,LEG-LEGACY-ERP-OPS,Critical
EOL-483376,Windows Server SEoL (2012 R2),mon-nova-10712.assets.local,EOL-2824,10.24.41.216,LEG-LEGACY-ERP-OPS,Critical
EOL-985795,Windows Server SEoL (2008 R2),etl-bravo-16252.ops.local,EOL-4513,10.24.63.124,LEG-LEGACY-ERP-OPS,High
EOL-836903,Ubuntu Linux SEoL (14.04),jump-charlie-19927.ops.local,EOL-6364,10.24.77.215,LEG-LEGACY-ERP-OPS,High
EOL-378234,Red Hat Enterprise Linux SEoL (6.x),worker-raven-13017.example.internal,EOL-5797,10.24.50.217,LEG-LEGACY-ERP-OPS,Critical
EOL-133799,Red Hat Enterprise Linux SEoL (6.x),queue-charlie-05062.corp.local,EOL-3995,10.24.19.198,LEG-LEGACY-ERP-OPS,High
EOL-754059,Oracle Linux SEoL (6.x),svc-orion-13868.labs.local,EOL-3007,10.24.54.44,LEG-LEGACY-ERP-OPS,High
EOL-664825,Ubuntu Linux SEoL (16.04),edge-vector-03362.corp.local,EOL-2171,10.24.13.34,LEG-LEGACY-ERP-OPS,High
EOL-221985,Ubuntu Linux SEoL (14.04),queue-falcon-00641.assets.local,EOL-3572,10.24.2.129,LEG-LEGACY-ERP-OPS,High
EOL-984140,Oracle Linux SEoL (6.x),app-quartz-05601.assets.local,EOL-6998,10.24.21.225,LEG-LEGACY-ERP-OPS,Critical
EOL-944705,CentOS Linux SEoL (4.x),worker-foxtrot-05479.labs.local,EOL-3945,10.24.21.103,LEG-LEGACY-ERP-OPS,High
EOL-736394,Red Hat Enterprise Linux SEoL (6.x),auth-cedar-12030.ops.local,EOL-8764,10.24.46.254,LEG-LEGACY-ERP-OPS,High
EOL-884849,Red Hat Enterprise Linux SEoL (6.x),db-charlie-10185.corp.local,EOL-9955,10.24.39.201,LEG-LEGACY-ERP-OPS,Critical
EOL-573810,Windows Server SEoL (2008 R2),node-bravo-18981.example.internal,EOL-4760,10.24.74.37,LEG-LEGACY-ERP-OPS,High
EOL-777099,CentOS Linux SEoL (4.x),proxy-summit-15646.example.internal,EOL-5779,10.24.61.30,LEG-LEGACY-ERP-OPS,High
EOL-651515,Ubuntu Linux SEoL (16.04),etl-summit-13022.labs.local,EOL-1002,10.24.50.222,LEG-LEGACY-ERP-OPS,High
EOL-864168,Red Hat Enterprise Linux SEoL (6.x),dmz-alpha-02075.test.internal,EOL-8778,10.24.8.27,LEG-LEGACY-ERP-OPS,High
EOL-313539,Windows Server SEoL (2008 R2),etl-ember-05380.example.internal,EOL-9157,10.24.21.4,LEG-LEGACY-ERP-OPS,High
EOL-302779,Windows Server SEoL (2008 R2),etl-cedar-10498.example.internal,EOL-2082,10.24.41.2,LEG-LEGACY-ERP-OPS,High
EOL-421897,CentOS Linux SEoL (5.x),db-atlas-10323.assets.local,EOL-5950,10.24.40.83,LEG-LEGACY-ERP-OPS,Critical
EOL-659490,Windows Server SEoL (2008 R2),batch-pixel-13103.example.internal,EOL-5053,10.24.51.47,LEG-LEGACY-ERP-OPS,High
EOL-972448,Windows Server SEoL (2008 R2),int-quartz-14645.corp.local,EOL-7415,10.24.57.53,LEG-LEGACY-ERP-OPS,High
EOL-767588,Red Hat Enterprise Linux SEoL (6.x),queue-ember-00138.example.internal,EOL-3034,10.24.0.138,LEG-LEGACY-ERP-OPS,High
